coco_id,filepath,caption,total_score,detection_score,edge_score,caption_score,num_objects,num_categories,spread_score,edge_density,dense_caption
8021,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000008021.jpg,An audience is looking at an film of a man taking that is projected onto a wall. ,0.864,0.8163,1,0.7333,7,3,0.8699,0.0274,"A speaker stands in front of a large projected image while addressing an audience seated in a darkened room. The presentation appears to be part of a conference, lecture, or public event. Audience members focus on the stage while the presenter gestures toward visual material displayed on the screen. The image highlights public speaking, education, and knowledge sharing. It captures the interaction between presenter and audience during a formal communication setting."
81738,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000081738.jpg,Someone about to cut and birthday cake with blue and yellow frosting. ,0.8636,0.8688,1,0.6133,5,5,1,0.0597,"A rectangular birthday cake decorated with blue and yellow frosting sits on a kitchen counter while a person uses a knife to cut into it. The cake appears homemade or specially prepared for a celebration, with decorative writing and icing patterns spread across the surface. The close-up composition emphasizes the moment before serving begins. The image captures a familiar family gathering tradition, highlighting birthdays, shared meals, and the role of food in marking special occasions and bringing people together."
94944,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000094944.jpg,A skier on skies and a snowboarder carrying a snowboard on a mountain slope.,0.8636,0.8333,1,0.6933,9,4,1,0.0876,"Several people are gathered on a snowy mountain slope surrounded by dramatic alpine scenery and distant snow-covered peaks. One individual carries a snowboard while others prepare equipment or rest nearby. The expansive landscape dominates the background, emphasizing the scale of the mountainous environment. The image conveys outdoor recreation, winter sports, and adventure. It highlights both the social and athletic aspects of snowboarding while showcasing the beauty of high-altitude natural settings."
48504,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000048504.jpg,A brown and a gray elephant are in a circus ring and the brown elephant is walking behind the gray elephant as well as two people training them are standing nearby.,0.8633,0.7554,1,0.8667,6,3,1,0.1367,"Two elephants stand inside a large indoor training or exhibition space while handlers supervise them nearby. One elephant follows behind the other as they move across the floor beneath overhead lighting and structural beams. Equipment and barriers suggest a controlled environment designed for animal care or performance preparation. The image highlights the relationship between humans and large animals, emphasizing training, management, and the impressive scale and presence of elephants in captivity."
69213,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000069213.jpg,Two men who are wearing suits and hats standing next to each other.,0.8632,0.85,1,0.6533,8,2,1,0.0795,"Two men wearing dark suits and matching hats stand side by side outdoors while looking toward the camera. Their formal attire contrasts with the busy background, where people and vehicles are visible. The pair appear composed and confident, suggesting they may be attending a formal event, ceremony, or social gathering. The image emphasizes portraiture, fashion, and cultural expression through clothing while drawing attention to the interaction between the two individuals."
44877,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000044877.jpg,Two people are in a wheelchair and only one of them is holding a racket.,0.8623,0.8125,1,0.7333,6,3,1,0.042,"Two people are positioned on a tennis court, one seated in a wheelchair while holding a tennis racket. The scene highlights adaptive sports and athletic participation regardless of physical ability. Both individuals focus on the activity taking place on the court, surrounded by fencing and sports infrastructure. The image conveys determination, inclusion, and competitive spirit. It demonstrates how organized sports can be accessible to a wide range of participants through adaptive equipment and supportive environments."
74058,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000074058.jpg,A sidewalk next to the outdoor sitting area of a restaurant.,0.862,0.883,1,0.5733,27,8,1,0.1204,"A black-and-white street scene shows a sidewalk café or restaurant with outdoor seating positioned beside a busy road. Bicycles are parked nearby while tables and chairs extend beneath awnings. Cars line the street and pedestrians move through the area. The monochrome presentation emphasizes geometry, shadows, and urban texture. The image captures everyday city life and highlights the relationship between transportation, commerce, and public social spaces in a dense urban environment."
69356,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000069356.jpg,An Indian woman stands in front of a man selling his fruit,0.8618,0.8306,0.9678,0.7467,22,4,1,0.1848,"A fruit vendor stands beside a colorful outdoor market stall filled with oranges, bananas, and other produce. A woman stands nearby while additional people move through the area. Trees and buildings line the background, suggesting a neighborhood street market. The image highlights small-scale commerce, local food distribution, and community interaction. Brightly colored fruit creates visual contrast and draws attention to the vendor’s role in providing fresh produce within a bustling public setting."
57232,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000057232.jpg,A chair is fashioned from baseball bats and two cushions.,0.8617,0.9,1,0.5333,16,3,1,0.1631,"A chair has been creatively constructed from baseball bats and cushioned seating materials, transforming sporting equipment into functional furniture. Additional decorative items, including a globe and various objects, surround the unusual piece. The craftsmanship demonstrates artistic repurposing and design innovation. The image highlights the intersection of sports culture, woodworking, and furniture design. It invites viewers to consider how familiar objects can be reimagined into practical and visually distinctive creations."
5193,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000005193.jpg,A group of people pose for a picture while a man holds two surfboards. ,0.8617,0.8883,1,0.56,9,3,0.953,0.0813,"A group of people gathers indoors for a photograph while one individual holds two colorful surfboards upright. Several children and adults pose together, smiling toward the camera. The surfboards act as focal points, suggesting a beach, surfing, or recreational theme. The image captures a celebratory group moment and emphasizes social connection, leisure activities, and shared interests. It reflects the role of photography in preserving memories from community or family events."
94751,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000094751.jpg,A traffic light and a signpost at a crossroads intersection near a waterway.,0.8616,0.7874,1,0.7867,17,4,0.9314,0.0937,"Traffic lights and road signs stand at an intersection near a waterfront area. Fences, streets, and utility structures define the urban landscape while water and distant infrastructure appear in the background. The scene focuses on transportation systems and traffic management rather than people. The image highlights the organization of public spaces and the importance of signage in directing vehicles and pedestrians. It captures a functional aspect of city planning near a coastal environment."
13546,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000013546.jpg,Young man on skate board balancing on concrete barrier near sidewalk with small park area near by.,0.8614,0.7513,1,0.8667,8,3,0.8699,0.1165,"A skateboarder balances on a concrete structure within a small park while performing a trick. The rider’s posture demonstrates concentration and control as wheels contact the edge of the obstacle. Grass, pathways, and recreational facilities surround the scene. The image captures motion and athletic skill, emphasizing balance, practice, and creativity. It reflects the culture of skateboarding and the use of public spaces as environments for both recreation and personal expression."
112378,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000112378.jpg,A bunch of bananas on a wooden bench with hammocks in the background.,0.8614,0.846,1,0.6533,9,4,0.8366,0.0417,"A bunch of bananas rests on a wooden bench in an outdoor setting where hammocks and tropical vegetation appear in the background. The fruit is arranged casually, creating a simple still-life composition. Natural lighting and greenery contribute to a relaxed atmosphere. The image highlights everyday food items within a recreational environment and draws attention to color, texture, and the connection between agricultural products and outdoor living spaces."
57672,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000057672.jpg, a river.A group of people with life jacket rowing a long boat in,0.8611,0.8454,1,0.6533,16,4,1,0.1379,"A long rowing boat moves across a calm river while a coordinated team of rowers wearing life jackets paddles together. Their synchronized effort propels the vessel through the water as spectators and shoreline features remain visible in the distance. The image highlights teamwork, endurance, and organized sporting activity. Attention is drawn to the rhythm of the rowers and the importance of coordination in achieving speed and efficiency during competitive or recreational rowing."
19432,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000019432.jpg,He's almost got this tennis ball at the end of his racket.,0.8611,0.9224,1,0.48,16,4,1,0.0951,"A tennis player focuses intensely on a ball approaching the racket during a match on a professional court. Stadium seating and fencing create the backdrop while the athlete prepares to make contact. The composition freezes a precise moment that requires timing, concentration, and technical skill. The image highlights competitive sports, athletic training, and individual performance. It captures the anticipation and precision that define high-level tennis competition."
73702,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000073702.jpg,A couple of guys standingoutside in the sun talking to each other.,0.8608,0.8625,1,0.6133,6,4,1,0.0951,"Several people stand together outdoors near a transportation or public-service area while engaged in conversation. Some individuals carry bags or wear protective clothing, suggesting travel, work, or transit-related activities. The scene appears candid and documentary in nature, focusing on social interaction rather than posed photography. The image highlights everyday communication, public spaces, and the brief encounters that occur as people move through shared environments."
84241,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000084241.jpg,Three women cooking in a professional kitchen together.,0.8608,0.9336,1,0.4533,18,10,1,0.0814,"Three women work together inside a professional kitchen while preparing food. Large bowls of vegetables, cookware, and stainless-steel surfaces surround them as they coordinate meal preparation. The environment suggests a restaurant, catering operation, or culinary training setting. The image highlights teamwork, food service, and culinary expertise. It emphasizes collaboration and organization, showing how multiple people contribute to preparing meals efficiently within a professional kitchen environment."
34417,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000034417.jpg,Donuts traveling down an assembly line in a factory while people work behind it.,0.8605,0.7669,1,0.8267,21,3,1,0.1074,"Donuts move along a production line inside a bakery or food-processing facility while workers supervise operations in the background. Conveyors, trays, and industrial equipment are visible throughout the workspace. The image illustrates large-scale food production and the systems used to manufacture baked goods efficiently. It highlights the combination of machinery and human oversight required in commercial food preparation while providing insight into an industrial manufacturing process."
25181,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000025181.jpg,A train station with an awning is depicted with a train on the right platform.,0.8605,0.7493,1,0.8667,9,4,0.6554,0.1404,"A train station platform extends into the distance beneath a large canopy, creating strong lines and symmetry throughout the composition. A train sits along one side of the platform while signs and architectural details reinforce the sense of order. The black-and-white presentation emphasizes structure and perspective. The image highlights transportation infrastructure and captures the quiet atmosphere often associated with railway stations between arrivals and departures."
67213,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000067213.jpg,"A dog jumping through the air above a pool of water that has been marked for distance, with people watching in the distance.",0.859,0.8052,1,0.7333,14,3,1,0.1522,"A dog leaps high above a pool during a dock-diving competition while spectators watch from behind barriers. The animal is captured midair, demonstrating athletic ability, speed, and confidence. Water, measuring equipment, and event organizers suggest a structured sporting competition. The image highlights the bond between people and pets while showcasing canine athleticism. It captures a dramatic moment that emphasizes motion, timing, and excitement within an organized event."
94871,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000094871.jpg,A group of people standing around sheep on a field.,0.859,0.9,0.9923,0.5333,10,3,1,0.1812,"Several sheep stand together in a field while people gather nearby. Different breeds and wool colors create visual variety across the scene. The setting resembles an agricultural fair, livestock exhibition, or rural community event where animals are displayed and evaluated. The image highlights farming culture, animal husbandry, and interactions between humans and livestock. It reflects the importance of agriculture and community gatherings in rural environments."
